issue_month_start,loan_amount,interest_rate,installment,balance,loan_status,high_risk_flag,behavioral_risk_flag,risk_band,income_band,emp_length_bucket,term,term_bucket,loan_purpose,grade,sub_grade,homeownership,verified_income,debt_to_income,unemployment_rate,cpi_inflation_proxy,fed_funds_rate_avg
2018-01-01,1500.0,9.44,48.01,1353.44,Current,0,0,Low,Lower-Mid,6-10,36,36,other,B,B1,OWN,Not Verified,15.07,4.0,0.5447745452775409,1.414516129032258
2018-01-01,15000.0,18.06,381.4,14197.97,Current,1,0,High,Low,,60,60,debt_consolidation,D,D2,OWN,Verified,2.08,4.0,0.5447745452775409,1.414516129032258
2018-02-01,16000.0,26.3,481.9,15460.45,Current,1,0,High,High,6-10,60,60,debt_consolidation,E,E5,RENT,Verified,15.34,4.1,0.45346899748655,1.4175
2018-03-01,4200.0,7.34,130.34,3649.12,Current,0,0,Low,Low,1-2,36,36,debt_consolidation,A,A4,OWN,Source Verified,13.2,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,30000.0,5.32,903.45,26113.44,Current,0,0,Low,Upper-Mid,3-5,36,36,credit_card,A,A1,RENT,Not Verified,4.25,4.0,0.5447745452775409,1.414516129032258
2018-01-01,19200.0,19.03,498.38,18199.26,Current,1,0,High,Lower-Mid,6-10,60,60,debt_consolidation,D,D3,RENT,Not Verified,25.84,4.0,0.5447745452775409,1.414516129032258
2018-01-01,12000.0,15.05,416.28,10916.71,Current,0,0,Medium,Low,3-5,36,36,debt_consolidation,C,C4,OWN,Source Verified,26.03,4.0,0.5447745452775409,1.414516129032258
2018-02-01,3600.0,10.91,117.71,0.0,Fully Paid,0,0,Low,Low,,36,36,car,B,B4,MORTGAGE,Not Verified,10.24,4.1,0.45346899748655,1.4175
2018-02-01,7000.0,6.72,215.25,6289.86,Current,0,0,Low,Low,1-2,36,36,credit_card,A,A3,MORTGAGE,Not Verified,17.34,4.1,0.45346899748655,1.4175
2018-02-01,25000.0,12.61,837.67,23256.93,Current,0,0,Medium,High,3-5,36,36,other,C,C1,MORTGAGE,Source Verified,18.16,4.1,0.45346899748655,1.4175
2018-02-01,6000.0,16.02,211.01,5465.78,Current,0,1,Medium,Lower-Mid,6-10,36,36,debt_consolidation,C,C5,RENT,Verified,27.91,4.1,0.45346899748655,1.4175
2018-01-01,12000.0,12.62,402.14,10590.97,Current,0,0,Medium,Low,1-2,36,36,credit_card,C,C1,RENT,Source Verified,18.71,4.0,0.5447745452775409,1.414516129032258
2018-03-01,20000.0,10.9,433.86,19236.53,Current,0,0,Low,Lower-Mid,,60,60,debt_consolidation,B,B4,OWN,Not Verified,18.23,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,12000.0,16.02,422.01,10655.53,Current,0,0,Medium,Low,6-10,36,36,debt_consolidation,C,C5,MORTGAGE,Verified,11.94,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,9.44,320.05,9023.01,Current,0,1,Low,Lower-Mid,6-10,36,36,debt_consolidation,B,B1,RENT,Not Verified,8.15,4.1,0.45346899748655,1.4175
2018-01-01,12000.0,21.45,327.69,11413.45,Current,1,0,High,Lower-Mid,6-10,60,60,debt_consolidation,D,D5,RENT,Not Verified,21.76,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,9.43,320.01,9270.01,Current,0,0,Low,Lower-Mid,,36,36,credit_card,B,B1,MORTGAGE,Source Verified,3.52,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,10000.0,19.42,368.69,9370.58,Current,1,0,High,Low,3-5,36,36,debt_consolidation,D,D3,RENT,Source Verified,16.03,4.1,0.45346899748655,1.4175
2018-01-01,20000.0,5.32,602.3,17408.96,Current,0,0,Low,High,3-5,36,36,debt_consolidation,A,A1,MORTGAGE,Not Verified,23.66,4.0,0.5447745452775409,1.414516129032258
2018-01-01,25000.0,10.91,817.41,21995.27,Current,0,0,Low,Upper-Mid,0 or less,36,36,credit_card,B,B4,RENT,Not Verified,14.15,4.0,0.5447745452775409,1.414516129032258
2018-02-01,17075.0,6.72,525.05,15343.69,Current,0,0,Low,High,1-2,36,36,home_improvement,A,A3,MORTGAGE,Not Verified,16.39,4.1,0.45346899748655,1.4175
2018-02-01,7000.0,7.35,217.27,6295.98,Current,0,0,Low,Low,3-5,36,36,debt_consolidation,A,A4,RENT,Not Verified,5.0,4.1,0.45346899748655,1.4175
2018-01-01,1500.0,10.91,49.05,1319.69,Current,0,0,Low,Lower-Mid,6-10,36,36,other,B,B4,MORTGAGE,Source Verified,21.64,4.0,0.5447745452775409,1.414516129032258
2018-01-01,15000.0,28.72,473.58,14768.1,Late (31-120 days),1,0,High,Lower-Mid,6-10,60,60,other,F,F1,RENT,Source Verified,15.25,4.0,0.5447745452775409,1.414516129032258
2018-03-01,24000.0,13.59,815.5,22350.35,Current,0,0,Medium,Low,6-10,36,36,credit_card,C,C2,MORTGAGE,Verified,49.99,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,3400.0,10.42,110.39,2988.58,Current,0,0,Low,Low,6-10,36,36,credit_card,B,B3,MORTGAGE,Source Verified,12.0,4.0,0.5447745452775409,1.414516129032258
2018-02-01,21000.0,5.31,632.32,18828.06,Current,0,0,Low,High,6-10,36,36,credit_card,A,A1,RENT,Not Verified,10.24,4.1,0.45346899748655,1.4175
2018-02-01,14000.0,14.08,479.04,12718.57,Current,0,0,Medium,Lower-Mid,6-10,36,36,credit_card,C,C3,MORTGAGE,Not Verified,17.57,4.1,0.45346899748655,1.4175
2018-01-01,15000.0,6.08,456.88,13076.2,Current,0,0,Low,Upper-Mid,3-5,36,36,debt_consolidation,A,A2,RENT,Not Verified,29.68,4.0,0.5447745452775409,1.414516129032258
2018-02-01,25000.0,9.44,800.13,22557.51,Current,0,1,Low,High,6-10,36,36,debt_consolidation,B,B1,RENT,Not Verified,16.44,4.1,0.45346899748655,1.4175
2018-01-01,20000.0,9.44,640.1,0.0,Fully Paid,0,0,Low,Lower-Mid,1-2,36,36,debt_consolidation,B,B1,RENT,Not Verified,18.07,4.0,0.5447745452775409,1.414516129032258
2018-01-01,15000.0,13.59,509.69,0.0,Fully Paid,0,0,Medium,Lower-Mid,,36,36,debt_consolidation,C,C2,MORTGAGE,Verified,59.68,4.0,0.5447745452775409,1.414516129032258
2018-03-01,16000.0,12.61,360.87,15612.5,Current,0,0,Medium,Low,,60,60,debt_consolidation,C,C1,MORTGAGE,Not Verified,7.23,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,25000.0,10.42,536.36,23706.16,Current,0,1,Low,High,6-10,60,60,debt_consolidation,B,B3,MORTGAGE,Source Verified,25.14,4.1,0.45346899748655,1.4175
2018-01-01,1500.0,23.88,58.76,1349.58,Current,1,0,High,Upper-Mid,6-10,36,36,other,E,E2,MORTGAGE,Verified,27.48,4.0,0.5447745452775409,1.414516129032258
2018-03-01,5000.0,12.61,167.54,4651.37,Current,0,0,Medium,Low,1-2,36,36,credit_card,C,C1,RENT,Source Verified,38.75,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,5000.0,15.05,173.45,4432.23,Current,0,0,Medium,Lower-Mid,6-10,36,36,major_purchase,C,C4,MORTGAGE,Verified,53.39,4.0,0.5447745452775409,1.414516129032258
2018-02-01,8000.0,10.91,261.57,7234.29,Current,0,0,Low,Low,0 or less,36,36,debt_consolidation,B,B4,MORTGAGE,Source Verified,11.83,4.1,0.45346899748655,1.4175
2018-03-01,10000.0,6.71,307.45,9241.17,Current,0,1,Low,Lower-Mid,0 or less,36,36,credit_card,A,A3,MORTGAGE,Source Verified,13.46,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,35000.0,15.05,833.57,32976.83,Current,0,0,Medium,Upper-Mid,3-5,60,60,debt_consolidation,C,C4,OWN,Source Verified,10.1,4.0,0.5447745452775409,1.414516129032258
2018-01-01,12000.0,12.62,402.14,10590.97,Current,0,0,Medium,Lower-Mid,3-5,36,36,credit_card,C,C1,OWN,Source Verified,37.23,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,7.97,313.23,9002.87,Current,0,0,Low,Low,,36,36,other,A,A5,OWN,Verified,22.47,4.1,0.45346899748655,1.4175
2018-03-01,30000.0,15.04,714.33,0.0,Fully Paid,0,0,Medium,High,1-2,60,60,major_purchase,C,C4,RENT,Source Verified,11.04,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,29700.0,22.9,1148.14,27922.41,Current,1,0,High,High,6-10,36,36,debt_consolidation,E,E1,MORTGAGE,Source Verified,24.72,4.1,0.45346899748655,1.4175
2018-03-01,10000.0,11.98,222.35,9628.77,Current,0,0,Low,Upper-Mid,3-5,60,60,debt_consolidation,B,B5,OWN,Source Verified,9.84,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,28000.0,16.02,984.68,24862.95,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C5,RENT,Source Verified,28.24,4.0,0.5447745452775409,1.414516129032258
2018-02-01,1800.0,7.34,55.86,1618.95,Current,0,1,Low,Low,,36,36,other,A,A4,MORTGAGE,Not Verified,32.52,4.1,0.45346899748655,1.4175
2018-02-01,38000.0,11.99,1261.97,34417.61,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,B,B5,RENT,Verified,30.51,4.1,0.45346899748655,1.4175
2018-03-01,15000.0,20.39,560.44,14067.64,Current,1,1,High,Low,,36,36,debt_consolidation,D,D4,MORTGAGE,Verified,27.1,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,20000.0,7.34,399.25,19164.16,Current,0,0,Low,High,6-10,60,60,home_improvement,A,A4,MORTGAGE,Not Verified,10.7,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10000.0,6.08,304.59,8717.45,Current,0,0,Low,Lower-Mid,1-2,36,36,credit_card,A,A2,RENT,Source Verified,21.06,4.0,0.5447745452775409,1.414516129032258
2018-03-01,25000.0,13.58,576.28,24009.91,Current,0,0,Medium,Upper-Mid,1-2,60,60,debt_consolidation,C,C2,MORTGAGE,Verified,10.75,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,4800.0,6.08,146.2,2180.69,Current,0,0,Low,High,3-5,36,36,debt_consolidation,A,A2,RENT,Not Verified,3.41,4.1,0.45346899748655,1.4175
2018-01-01,10000.0,14.08,233.1,6198.02,Current,0,0,Medium,Lower-Mid,,60,60,debt_consolidation,C,C3,RENT,Verified,25.89,4.0,0.5447745452775409,1.414516129032258
2018-03-01,20000.0,10.9,433.86,19236.53,Current,0,1,Low,Upper-Mid,6-10,60,60,house,B,B4,OWN,Source Verified,23.52,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,10000.0,18.06,254.27,9575.46,Current,1,0,High,Lower-Mid,3-5,60,60,credit_card,D,D2,RENT,Not Verified,12.91,4.1,0.45346899748655,1.4175
2018-03-01,25000.0,12.61,563.85,24394.55,Current,0,0,Medium,Lower-Mid,1-2,60,60,debt_consolidation,C,C1,RENT,Source Verified,8.91,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,40000.0,13.59,922.25,38090.87,Current,0,0,Medium,High,6-10,60,60,debt_consolidation,C,C2,MORTGAGE,Source Verified,32.25,4.0,0.5447745452775409,1.414516129032258
2018-02-01,1000.0,7.97,31.33,900.26,Current,0,0,Low,Low,,36,36,car,A,A5,MORTGAGE,Verified,10.67,4.1,0.45346899748655,1.4175
2018-02-01,16000.0,12.61,360.87,15415.69,Current,0,1,Medium,High,1-2,60,60,debt_consolidation,C,C1,MORTGAGE,Source Verified,23.08,4.1,0.45346899748655,1.4175
2018-03-01,14000.0,7.96,438.46,12956.33,Current,0,0,Low,Upper-Mid,3-5,36,36,credit_card,A,A5,MORTGAGE,Source Verified,11.5,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,27575.0,17.47,989.59,26390.15,Current,1,0,High,High,3-5,36,36,home_improvement,D,D1,OWN,Not Verified,25.36,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,3600.0,6.07,109.64,3324.32,Current,0,0,Low,Upper-Mid,3-5,36,36,home_improvement,A,A2,MORTGAGE,Not Verified,14.82,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,35000.0,12.62,1172.9,32560.06,Current,0,0,Medium,High,6-10,36,36,debt_consolidation,C,C1,MORTGAGE,Source Verified,16.91,4.1,0.45346899748655,1.4175
2018-03-01,5000.0,9.92,161.15,4637.57,Current,0,0,Low,Lower-Mid,1-2,36,36,debt_consolidation,B,B2,RENT,Not Verified,4.96,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,15000.0,11.99,333.6,14062.83,Current,0,0,Low,Upper-Mid,6-10,60,60,debt_consolidation,B,B5,MORTGAGE,Source Verified,16.11,4.0,0.5447745452775409,1.414516129032258
2018-03-01,1200.0,7.34,37.24,999.82,Current,0,1,Low,Upper-Mid,3-5,36,36,vacation,A,A4,RENT,Source Verified,19.46,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,30000.0,16.01,1054.86,28682.04,Current,0,0,Medium,Lower-Mid,1-2,36,36,debt_consolidation,C,C5,RENT,Source Verified,25.32,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,24000.0,15.05,571.59,22897.1,Current,0,0,Medium,Upper-Mid,3-5,60,60,credit_card,C,C4,RENT,Source Verified,22.12,4.1,0.45346899748655,1.4175
2018-03-01,16000.0,16.01,389.18,15354.98,Current,0,0,Medium,Upper-Mid,3-5,60,60,debt_consolidation,C,C5,MORTGAGE,Source Verified,7.84,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,14000.0,9.44,448.07,0.0,Fully Paid,0,1,Low,Lower-Mid,,36,36,home_improvement,B,B1,MORTGAGE,Source Verified,25.7,4.1,0.45346899748655,1.4175
2018-03-01,15000.0,9.92,318.12,14412.81,Current,0,1,Low,High,3-5,60,60,credit_card,B,B2,RENT,Not Verified,5.07,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,20000.0,13.59,679.58,18156.66,Current,0,0,Medium,Upper-Mid,6-10,36,36,credit_card,C,C2,MORTGAGE,Not Verified,7.5,4.1,0.45346899748655,1.4175
2018-03-01,14000.0,15.04,333.36,13520.36,Current,0,0,Medium,Lower-Mid,1-2,60,60,home_improvement,C,C4,MORTGAGE,Source Verified,3.29,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,11000.0,20.39,410.99,10316.26,Current,1,0,High,Upper-Mid,6-10,36,36,car,D,D4,MORTGAGE,Verified,18.34,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,16000.0,6.08,487.34,13947.94,Current,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,A,A2,OWN,Not Verified,48.23,4.0,0.5447745452775409,1.414516129032258
2018-03-01,7000.0,19.42,258.09,6708.04,Current,1,1,High,Low,3-5,36,36,debt_consolidation,D,D3,OWN,Source Verified,30.24,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,16000.0,19.42,589.9,14643.65,Current,1,0,High,High,6-10,36,36,debt_consolidation,D,D3,RENT,Source Verified,13.38,4.1,0.45346899748655,1.4175
2018-01-01,21600.0,9.44,691.31,18951.71,Current,0,0,Low,High,0 or less,36,36,major_purchase,B,B1,MORTGAGE,Verified,14.52,4.0,0.5447745452775409,1.414516129032258
2018-02-01,14000.0,14.07,478.97,13044.42,Current,0,1,Medium,Lower-Mid,6-10,36,36,credit_card,C,C3,MORTGAGE,Source Verified,27.02,4.1,0.45346899748655,1.4175
2018-01-01,35000.0,9.44,1120.18,30708.78,Current,0,1,Low,High,3-5,36,36,other,B,B1,MORTGAGE,Verified,13.33,4.0,0.5447745452775409,1.414516129032258
2018-03-01,4000.0,9.92,128.92,3710.06,Current,0,0,Low,Low,3-5,36,36,moving,B,B2,RENT,Source Verified,35.8,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,7500.0,7.34,232.75,6935.94,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A4,OWN,Source Verified,22.06,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,16000.0,6.08,487.34,14362.51,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A2,MORTGAGE,Source Verified,21.13,4.1,0.45346899748655,1.4175
2018-03-01,15000.0,9.92,483.45,14278.13,Current,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,B,B2,MORTGAGE,Not Verified,16.82,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,20000.0,14.08,466.2,18814.85,Current,0,0,Medium,Upper-Mid,3-5,60,60,debt_consolidation,C,C3,MORTGAGE,Source Verified,7.94,4.0,0.5447745452775409,1.414516129032258
2018-02-01,24000.0,18.06,868.39,21924.98,Current,1,0,High,High,6-10,36,36,home_improvement,D,D2,MORTGAGE,Verified,14.1,4.1,0.45346899748655,1.4175
2018-01-01,8000.0,19.03,293.37,7140.66,Current,1,1,High,High,3-5,36,36,home_improvement,D,D3,MORTGAGE,Source Verified,11.21,4.0,0.5447745452775409,1.414516129032258
2018-02-01,10000.0,19.03,366.72,9147.44,Current,1,0,High,Low,6-10,36,36,other,D,D3,RENT,Source Verified,22.56,4.1,0.45346899748655,1.4175
2018-01-01,7000.0,9.93,225.65,6147.38,Current,0,0,Low,Lower-Mid,3-5,36,36,credit_card,B,B2,MORTGAGE,Not Verified,11.78,4.0,0.5447745452775409,1.414516129032258
2018-01-01,36000.0,11.99,800.62,33750.9,Current,0,0,Low,Upper-Mid,6-10,60,60,credit_card,B,B5,RENT,Source Verified,16.14,4.0,0.5447745452775409,1.414516129032258
2018-03-01,25000.0,7.34,499.06,23955.49,Current,0,0,Low,Upper-Mid,0 or less,60,60,debt_consolidation,A,A4,MORTGAGE,Source Verified,4.75,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,18000.0,7.35,558.68,16648.11,Current,0,0,Low,Low,6-10,36,36,debt_consolidation,A,A4,OWN,Source Verified,57.68,4.1,0.45346899748655,1.4175
2018-03-01,6500.0,12.61,217.8,6046.78,Current,0,0,Medium,Lower-Mid,6-10,36,36,debt_consolidation,C,C1,MORTGAGE,Not Verified,9.93,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,5000.0,10.91,163.49,4521.87,Current,0,0,Low,Low,1-2,36,36,moving,B,B4,RENT,Source Verified,25.86,4.1,0.45346899748655,1.4175
2018-01-01,20000.0,21.45,758.14,18353.96,Current,1,1,High,Low,6-10,36,36,debt_consolidation,D,D5,MORTGAGE,Verified,23.46,4.0,0.5447745452775409,1.414516129032258
2018-01-01,24000.0,9.44,768.12,20892.82,Current,0,0,Low,Upper-Mid,1-2,36,36,debt_consolidation,B,B1,RENT,Source Verified,5.81,4.0,0.5447745452775409,1.414516129032258
2018-02-01,35000.0,12.62,1172.9,31729.59,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C1,MORTGAGE,Verified,20.93,4.1,0.45346899748655,1.4175
2018-03-01,3500.0,13.58,118.91,3259.39,Current,0,0,Medium,Lower-Mid,6-10,36,36,credit_card,C,C2,OWN,Not Verified,34.38,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,9600.0,16.02,337.61,8745.27,Current,0,0,Medium,Low,3-5,36,36,debt_consolidation,C,C5,MORTGAGE,Source Verified,57.24,4.1,0.45346899748655,1.4175
2018-01-01,5000.0,21.45,189.54,4480.95,Current,1,0,High,Lower-Mid,3-5,36,36,debt_consolidation,D,D5,MORTGAGE,Not Verified,30.73,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,6.71,307.45,9241.17,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A3,MORTGAGE,Source Verified,16.28,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,20000.0,14.08,466.2,18814.85,Current,0,1,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C3,RENT,Source Verified,21.66,4.0,0.5447745452775409,1.414516129032258
2018-03-01,24000.0,12.61,804.16,22326.66,Current,0,0,Medium,Upper-Mid,3-5,36,36,debt_consolidation,C,C1,MORTGAGE,Not Verified,5.7,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,3500.0,6.08,106.61,0.0,Fully Paid,0,0,Low,Upper-Mid,6-10,36,36,car,A,A2,OWN,Not Verified,17.69,4.1,0.45346899748655,1.4175
2018-03-01,13500.0,9.92,286.31,12971.53,Current,0,0,Low,Upper-Mid,3-5,60,60,debt_consolidation,B,B2,RENT,Not Verified,16.77,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,40000.0,5.31,1204.42,36904.08,Current,0,1,Low,High,3-5,36,36,debt_consolidation,A,A1,OWN,Not Verified,11.68,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,15000.0,20.39,560.44,14067.64,Current,1,0,High,High,0 or less,36,36,small_business,D,D4,RENT,Source Verified,21.19,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,4000.0,13.59,135.92,3631.32,Current,0,0,Medium,Upper-Mid,6-10,36,36,home_improvement,C,C2,MORTGAGE,Source Verified,5.03,4.1,0.45346899748655,1.4175
2018-03-01,40000.0,9.93,1289.38,37101.0,Current,0,0,Low,Upper-Mid,1-2,36,36,credit_card,B,B2,MORTGAGE,Verified,33.97,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,31000.0,20.0,821.32,29425.1,Current,1,1,High,High,0 or less,60,60,debt_consolidation,D,D4,MORTGAGE,Verified,21.34,4.0,0.5447745452775409,1.414516129032258
2018-03-01,7500.0,14.07,256.59,6988.09,Current,0,0,Medium,Low,6-10,36,36,debt_consolidation,C,C3,RENT,Verified,1.43,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,7200.0,11.99,239.11,6347.28,Current,0,0,Low,Low,3-5,36,36,credit_card,B,B5,RENT,Not Verified,14.89,4.0,0.5447745452775409,1.414516129032258
2018-02-01,16000.0,14.08,372.96,0.0,Fully Paid,0,0,Medium,High,3-5,60,60,medical,C,C3,MORTGAGE,Verified,20.24,4.1,0.45346899748655,1.4175
2018-02-01,5000.0,21.45,189.54,4588.47,Current,1,0,High,Lower-Mid,,36,36,debt_consolidation,D,D5,OWN,Verified,31.03,4.1,0.45346899748655,1.4175
2018-01-01,25000.0,9.44,800.13,22557.51,Current,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,B,B1,MORTGAGE,Source Verified,18.22,4.0,0.5447745452775409,1.414516129032258
2018-03-01,30000.0,18.45,1091.36,28080.46,Current,1,1,High,Upper-Mid,3-5,36,36,debt_consolidation,D,D2,MORTGAGE,Verified,20.14,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,3200.0,10.9,104.62,2971.27,Current,0,0,Low,Low,6-10,36,36,debt_consolidation,B,B4,RENT,Not Verified,27.54,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,6000.0,11.99,199.26,5289.39,Current,0,0,Low,Upper-Mid,0 or less,36,36,credit_card,B,B5,RENT,Not Verified,10.99,4.0,0.5447745452775409,1.414516129032258
2018-03-01,40000.0,6.71,1229.79,35520.58,Current,0,0,Low,Upper-Mid,,36,36,credit_card,A,A3,MORTGAGE,Verified,17.97,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,11000.0,6.72,338.25,9252.0,Current,0,0,Low,Lower-Mid,6-10,36,36,credit_card,A,A3,RENT,Source Verified,13.41,4.0,0.5447745452775409,1.414516129032258
2018-01-01,40000.0,6.08,1218.33,0.0,Fully Paid,0,0,Low,High,6-10,36,36,house,A,A2,MORTGAGE,Source Verified,2.01,4.0,0.5447745452775409,1.414516129032258
2018-03-01,12000.0,24.84,351.1,11685.48,Current,1,0,High,Upper-Mid,0 or less,60,60,debt_consolidation,E,E3,MORTGAGE,Source Verified,9.73,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,23625.0,21.45,895.55,0.0,Fully Paid,1,0,High,Lower-Mid,1-2,36,36,debt_consolidation,D,D5,RENT,Verified,9.55,4.0,0.5447745452775409,1.414516129032258
2018-03-01,14000.0,17.47,502.42,13091.09,Current,1,1,High,Low,6-10,36,36,other,D,D1,OWN,Verified,38.24,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,40000.0,6.72,1229.97,34913.5,Current,0,0,Low,High,1-2,36,36,debt_consolidation,A,A3,RENT,Verified,8.1,4.0,0.5447745452775409,1.414516129032258
2018-02-01,8125.0,14.07,277.97,7381.23,Current,0,0,Medium,Low,6-10,36,36,debt_consolidation,C,C3,MORTGAGE,Verified,28.54,4.1,0.45346899748655,1.4175
2018-01-01,11000.0,16.02,267.62,10379.81,Current,0,0,Medium,Upper-Mid,6-10,60,60,debt_consolidation,C,C5,MORTGAGE,Source Verified,35.49,4.0,0.5447745452775409,1.414516129032258
2018-02-01,35000.0,12.62,1172.9,31729.59,Current,0,0,Medium,Upper-Mid,6-10,36,36,credit_card,C,C1,OWN,Verified,5.06,4.1,0.45346899748655,1.4175
2018-03-01,18000.0,13.58,611.54,16741.91,Current,0,0,Medium,,,36,36,credit_card,C,C2,RENT,Not Verified,,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,16100.0,5.31,484.78,14434.84,Current,0,0,Low,Upper-Mid,6-10,36,36,other,A,A1,RENT,Not Verified,16.49,4.1,0.45346899748655,1.4175
2018-01-01,5000.0,12.62,167.56,4412.9,Current,0,0,Medium,Low,3-5,36,36,car,C,C1,MORTGAGE,Not Verified,21.43,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,13.58,339.74,9312.56,Current,0,0,Medium,Lower-Mid,6-10,36,36,other,C,C2,OWN,Not Verified,16.05,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,8000.0,15.05,277.52,7091.56,Current,0,0,Medium,Low,3-5,36,36,credit_card,C,C4,RENT,Not Verified,10.85,4.0,0.5447745452775409,1.414516129032258
2018-03-01,25050.0,9.92,531.26,24069.4,Current,0,0,Low,Low,0 or less,60,60,credit_card,B,B2,RENT,Source Verified,46.29,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,25000.0,9.44,800.13,22557.51,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,B,B1,MORTGAGE,Source Verified,21.72,4.1,0.45346899748655,1.4175
2018-01-01,5000.0,15.05,173.45,4432.23,Current,0,1,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C4,MORTGAGE,Source Verified,18.03,4.0,0.5447745452775409,1.414516129032258
2018-01-01,20000.0,12.62,670.23,18131.18,Current,0,0,Medium,Lower-Mid,6-10,36,36,debt_consolidation,C,C1,RENT,Not Verified,14.08,4.0,0.5447745452775409,1.414516129032258
2018-01-01,12800.0,9.44,409.67,11231.12,Current,0,0,Low,Upper-Mid,3-5,36,36,debt_consolidation,B,B1,MORTGAGE,Source Verified,3.43,4.0,0.5447745452775409,1.414516129032258
2018-02-01,18000.0,15.05,624.42,16375.07,Current,0,0,Medium,,,36,36,debt_consolidation,C,C4,RENT,Not Verified,,4.1,0.45346899748655,1.4175
2018-02-01,24000.0,7.35,744.9,21586.34,Current,0,0,Low,High,6-10,36,36,home_improvement,A,A4,MORTGAGE,Verified,4.1,4.1,0.45346899748655,1.4175
2018-02-01,25000.0,11.99,555.99,24072.2,Current,0,0,Low,High,3-5,60,60,credit_card,B,B5,MORTGAGE,Source Verified,18.61,4.1,0.45346899748655,1.4175
2018-03-01,5000.0,10.9,163.46,4642.64,Current,0,0,Low,Lower-Mid,,36,36,debt_consolidation,B,B4,RENT,Verified,22.33,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,20375.0,9.43,652.01,19387.34,Current,0,0,Low,High,6-10,36,36,credit_card,B,B1,MORTGAGE,Source Verified,22.35,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,11000.0,10.42,357.12,10208.35,Current,0,0,Low,Lower-Mid,6-10,36,36,home_improvement,B,B3,MORTGAGE,Source Verified,14.7,4.1,0.45346899748655,1.4175
